rank,world_size,backend,device,implementation,model_size,context_length,global_batch_size,local_batch_size,precision,bucket_size_mb,warmup_steps,measure_steps,mean_step_seconds,std_step_seconds,mean_sync_seconds,std_sync_seconds,sync_fraction,peak_memory_mb,last_loss
0,2,gloo,cpu,naive_individual,small,8,2,1,fp32,,1,1,1.8355886659992393,0.0,0.2681684579947614,0.0,0.14609398225325093,0.0,6.885715484619141
1,2,gloo,cpu,naive_individual,small,8,2,1,fp32,,1,1,1.867851499999233,0.0,0.2775564170005964,0.0,0.14859661862878842,0.0,6.746466159820557
