rank,world_size,backend,device,implementation,model_size,context_length,global_batch_size,local_batch_size,precision,bucket_size_mb,warmup_steps,measure_steps,mean_step_seconds,std_step_seconds,mean_sync_seconds,std_sync_seconds,sync_fraction,peak_memory_mb,last_loss
0,2,gloo,cpu,bucketed,small,8,2,1,fp32,1.0,1,1,0.9733059580030385,0.0,0.059150750006665476,0.0,0.060773027762027546,0.0,6.885715484619141
1,2,gloo,cpu,bucketed,small,8,2,1,fp32,1.0,1,1,1.1543557089971728,0.0,0.04399429199838778,0.0,0.0381115557843146,0.0,6.746466159820557
