rank,world_size,backend,device,size_mb,warmup_steps,measure_steps,mean_seconds,std_seconds,min_seconds,max_seconds
0,2,gloo,cpu,1,5,10,0.0009795541009225417,3.412141317399268e-05,0.0009277909994125366,0.0010239160037599504
0,2,gloo,cpu,10,5,10,0.0032690625004761385,0.00021168320643869776,0.003002166995429434,0.0037235830022837035
0,2,gloo,cpu,100,5,10,0.03766190819951589,0.001687822850565263,0.03482487500150455,0.0403434580002795
0,2,gloo,cpu,1024,5,10,0.37999488330096937,0.010280300428813024,0.36757820899947546,0.3990607079977053
1,2,gloo,cpu,1,5,10,0.0009895083981973584,2.2822045395965534e-05,0.0009485829941695556,0.0010173330010729842
1,2,gloo,cpu,10,5,10,0.003274154099926818,0.00020406054979796065,0.0030485829993267544,0.0037332089996198192
1,2,gloo,cpu,100,5,10,0.03756798729955335,0.0017385338955441395,0.03501229099492775,0.0405518750048941
1,2,gloo,cpu,1024,5,10,0.37944242939920514,0.009604907474720918,0.3682310420044814,0.3981508750002831
